direction,group,area,type,vendor_name,normalized_name,slug,official_site,logo,logo_source_url,status,confidence,source,notes
Конструктивные решения,Стены,Стены,Кирпич,Краснополянский кирпичный завод,Краснополянский кирпичный завод,krasnopolyanskiy-kirpichnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ЛСР / ЛСР. Стеновые,ЛСР / ЛСР. Стеновые,lsr-lsr-stenovye,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,Минский керамический завод ОАО «Керамин»,"Минский керамический завод ОАО ""Керамин""",minskiy-keramicheskiy-zavod-oao-keramin,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Брестский комбинат строительных материалов»,"ОАО ""Брестский комбинат строительных материалов""",oao-brestskiy-kombinat-stroitelnyh-materialov,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Гжельский кирпичный завод»,"ОАО ""Гжельский кирпичный завод""",oao-gzhelskiy-kirpichnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Голицынский керамический завод»,"ОАО ""Голицынский керамический завод""",oao-golitsynskiy-keramicheskiy-zavod,https://www.gkz.ru/,,,manual_review_needed,high,user_confirmed_list,PNG logo from official site header.
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Гомельстройматериалы»,"ОАО ""Гомельстройматериалы""",oao-gomelstroymaterialy,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Горынский комбинат строительных материалов»,"ОАО ""Горынский комбинат строительных материалов""",oao-gorynskiy-kombinat-stroitelnyh-materialov,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,"ОАО «Керамика», УНП 300000303","ОАО ""Керамика"", УНП 300000303",oao-keramika-unp-300000303,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Ново-Иерусалимский кирпичный завод»,"ОАО ""Ново-Иерусалимский кирпичный завод""",oao-novo-ierusalimskiy-kirpichnyy-zavod,https://www.xn--80aaeckcpfcaaalckcmtmnhbrrpjre6cwi7e.xn--p1ai/,,,manual_review_needed,high,user_confirmed_list,Official site and own orange logo confirmed on official punycode domain. Rejected earlier Tilda Logo.svg as unrelated.
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Новокубанский завод керамических стеновых материалов»,"ОАО ""Новокубанский завод керамических стеновых материалов""",oao-novokubanskiy-zavod-keramicheskih-stenovyh-materialov,https://nzksm.ru/,,,manual_review_needed,high,user_confirmed_list,Official site title identifies NZKSM. Colored small logo used because header logo is white.
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Обольский керамический завод»,"ОАО ""Обольский керамический завод""",oao-obolskiy-keramicheskiy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Радошковичский керамический завод»,"ОАО ""Радошковичский керамический завод""",oao-radoshkovichskiy-keramicheskiy-zavod,https://ceglar.by/,,,manual_review_needed,high,user_confirmed_list,PNG logo from official CEGLAR site header. rkz.by redirects to ceglar.by.
Конструктивные решения,Стены,Стены,Кирпич,ОАО «Столбцовский кирпичный завод»,"ОАО ""Столбцовский кирпичный завод""",oao-stolbtsovskiy-kirpichnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Алексинский кирпичный завод»,"ООО ""Алексинский кирпичный завод""",ooo-aleksinskiy-kirpichnyy-zavod,https://www.xn--80aagicmgaaajchbcj1bgxnuoc6m3d.xn--p1ai/,,,manual_review_needed,medium_high,user_confirmed_list,Official site candidate matches plant name. Header uses compact brick mark.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Анастасиевский кирпичный завод»,"ООО ""Анастасиевский кирпичный завод""",ooo-anastasievskiy-kirpichnyy-zavod,,,,manual_review_needed,medium,user_confirmed_list,No official site confirmed in this pass. Logo not used.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Богандинский кирпичный завод»,"ООО ""Богандинский кирпичный завод""",ooo-bogandinskiy-kirpichnyy-zavod,https://zaobkz.ru/,,,manual_review_needed,high,user_confirmed_list,"SVG logo mark from official site header, black variant for white cards."
Конструктивные решения,Стены,Стены,Кирпич,ООО «Болоховский кирпичный завод»,"ООО ""Болоховский кирпичный завод""",ooo-bolohovskiy-kirpichnyy-zavod,https://bkz71.ru/,,,manual_review_needed,high,user_confirmed_list,Official site title identifies Bolohovsky brick plant. Logo is from site header.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Брянский кирпичный завод»,"ООО ""Брянский кирпичный завод""",ooo-bryanskiy-kirpichnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Вяземский кирпичный завод»,"ООО ""Вяземский кирпичный завод""",ooo-vyazemskiy-kirpichnyy-zavod,https://www.xn--80adbiclbhaajcic0awvlso8kudud.xn--p1ai/,,,manual_review_needed,high,user_confirmed_list,Official site asset contains Vyazemsky brick plant logotype.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Гнездово»,"ООО ""Гнездово""",ooo-gnezdovo,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «КЕММА»,"ООО ""КЕММА""",ooo-kemma,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Карасевский керамический завод»,"ООО ""Карасевский керамический завод""",ooo-karasevskiy-keramicheskiy-zavod,https://www.xn--80aaahbmdriaakcfec7cwamlioc6m3d.xn--p1ai/,,,manual_review_needed,high,user_confirmed_list,PNG logo from official site header with matching alt text.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Краснодарский кирпичный завод №1»,"ООО ""Краснодарский кирпичный завод №1""",ooo-krasnodarskiy-kirpichnyy-zavod-1,,,,manual_review_needed,medium,user_confirmed_list,Candidate domain returned access errors. Needs manual review before logo work.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Липковский кирпичный завод»,"ООО ""Липковский кирпичный завод""",ooo-lipkovskiy-kirpichnyy-zavod,https://www.xn--g1afclaa.xn--p1ai/,,,manual_review_needed,high,user_confirmed_list,PNG logo from official site header.
Конструктивные решения,Стены,Стены,Кирпич,ООО «МОСБЛОК»,"ООО ""МОСБЛОК""",ooo-mosblok,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Маркинский кирпичный завод»,"ООО ""Маркинский кирпичный завод""",ooo-markinskiy-kirpichnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Михневская керамика»,"ООО ""Михневская керамика""",ooo-mihnevskaya-keramika,https://www.ooomik.ru/,,,manual_review_needed,high,user_confirmed_list,Official site title identifies Mihnevskaya keramika. Logo is from official site assets.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Новолеушковский завод строительных материалов»,"ООО ""Новолеушковский завод строительных материалов""",ooo-novoleushkovskiy-zavod-stroitelnyh-materialov,,,,manual_review_needed,medium,user_confirmed_list,No official site confirmed in this pass. Logo not used.
Конструктивные решения,Стены,Стены,Кирпич,ООО «РуБелЭко»,"ООО ""РуБелЭко""",ooo-rubeleko,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Сергиево-Посадский кирпичный завод»,"ООО ""Сергиево-Посадский кирпичный завод""",ooo-sergievo-posadskiy-kirpichnyy-zavod,https://xn--80aaecbicbbxkaamclc0dkanhikojic6pve.xn--p1ai/,,,confirmed_by_user,high,user_confirmed_list,Official site identifies Sergievo Posad brick plant and brick production. Logo remains empty because no trustworthy official logo asset was confirmed.
Конструктивные решения,Стены,Стены,Кирпич,ООО «Технологии керамики» / Кирпичный завод Балашиха,"ООО ""Технологии керамики"" / Кирпичный завод Балашиха",ooo-tehnologii-keramiki-kirpichnyy-zavod-balashiha,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Ухтинский завод глиняного кирпича» / УЗГК,"ООО ""Ухтинский завод глиняного кирпича"" / УЗГК",ooo-uhtinskiy-zavod-glinyanogo-kirpicha-uzgk,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Фабрика СВ ПРО»,"ООО ""Фабрика СВ ПРО""",ooo-fabrika-sv-pro,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ООО «Фокинский комбинат строительных материалов»,"ООО ""Фокинский комбинат строительных материалов""",ooo-fokinskiy-kombinat-stroitelnyh-materialov,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,ПУЧП «Надежда»,"ПУЧП ""Надежда""",puchp-nadezhda,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,Псковский кирпичный завод / ООО «Орион М»,"Псковский кирпичный завод / ООО ""Орион М""",pskovskiy-kirpichnyy-zavod-ooo-orion-m,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,СЗАО «КварцМелПром»,"СЗАО ""КварцМелПром""",szao-kvartsmelprom,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,Филиал №3 «Минский комбинат силикатных изделий» ОАО «Белорусский цементный завод»,"Филиал №3 ""Минский комбинат силикатных изделий"" ОАО ""Белорусский цементный завод""",filial-3-minskiy-kombinat-silikatnyh-izdeliy-oao-belorusskiy-tsementnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,Филиал №5 «Гродненский комбинат строительных материалов»,"Филиал №5 ""Гродненский комбинат строительных материалов""",filial-5-grodnenskiy-kombinat-stroitelnyh-materialov,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения,Стены,Стены,Кирпич,Филиал №6 «Любанский КСМ» ОАО «Белорусский цементный завод»,"Филиал №6 ""Любанский КСМ"" ОАО ""Белорусский цементный завод""",filial-6-lyubanskiy-ksm-oao-belorusskiy-tsementnyy-zavod,,,,confirmed_by_user,high,user_confirmed_list,Поставщик кирпича и стеновых материалов
Конструктивные решения / кирпич и мощение,Конструктивные решения / кирпич и мощение,Конструктивные решения / кирпич и мощение,Конструктивные решения / кирпич и мощение,BRAER,BRAER,braer,https://braer.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Кровля / гидроизоляция / теплоизоляция,Кровля / гидроизоляция / теплоизоляция,Кровля / гидроизоляция / теплоизоляция,Кровля / гидроизоляция / теплоизоляция,Технониколь,Технониколь,tehnonikol,https://www.tn.ru/,assets/img/logos/approved-top/tehnonikol.png,https://www.tn.ru/,logo_ready,high,approved_top_logo_batch_20260729,Approved top-brand asset supplied in SITE NEW LOGO.zip.
ОВиК / вентиляция,ОВиК / вентиляция,ОВиК / вентиляция,ОВиК / вентиляция,KORF,KORF,korf,https://po-korf.ru/,assets/img/logos/approved-top/korf.png,https://po-korf.ru/,logo_ready,high,approved_top_logo_batch_20260729,Approved top-brand asset supplied in SITE NEW LOGO.zip.
ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,Clivet,Clivet,clivet,https://www.clivet.com/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,KENTATSU,KENTATSU,kentatsu,https://kentatsurussia.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,ОВиК / климатическое оборудование,MIDEA,MIDEA,midea,https://www.midea.com/global/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК / радиаторы,ОВиК / радиаторы,ОВиК / радиаторы,ОВиК / радиаторы,PRADO,PRADO,prado,https://radiator-prado.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК / радиаторы,ОВиК / радиаторы,ОВиК / радиаторы,ОВиК / радиаторы,RIFAR,RIFAR,rifar,https://rifar.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,AQUAPOLIS,AQUAPOLIS,aquapolis,https://aquapolis.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 135. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,LEO center,LEO center,leo-center,https://leo-center.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 120. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Радиаторы,Solur aluminium Company,Solur aluminium Company,solur-aluminium-company,https://solur-aluminium.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Радиаторы, row 4. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,VAKIO,VAKIO,vakio,https://vakio.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 66. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,АЛЬТЕРПЛАСТ,АЛЬТЕРПЛАСТ,alterplast,https://alterplast.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 130. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ВЕНТАРТ ГРУПП ООО,ВЕНТАРТ ГРУПП ООО,ventart-grupp-ooo,https://ventart.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 54. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ВЕНТИНФОРМ ООО,ВЕНТИНФОРМ ООО,ventinform-ooo,https://ventinform.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 18. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ВЕНТСИСТЕМС ООО,ВЕНТСИСТЕМС ООО,ventsistems-ooo,https://vent-mo.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 10. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ВТС ООО,ВТС ООО,vts-ooo,https://vtsgroup.com,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 7. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,Вентиляционный завод Виктория,Вентиляционный завод Виктория,ventilyatsionnyy-zavod-viktoriya,https://v-klapan.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 33. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ГАЛЛОП,ГАЛЛОП,gallop,https://gallop.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 124. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ГЛОБУС СТАЛЬ,ГЛОБУС СТАЛЬ,globus-stal,https://globus-stal.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 126. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ГРАДВЕНТ ООО,ГРАДВЕНТ ООО,gradvent-ooo,https://gradvent.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 6. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ГРУППА КОМПАНИЙ ПОЛЕКС ООО,ГРУППА КОМПАНИЙ ПОЛЕКС ООО,gruppa-kompaniy-poleks-ooo,https://polexgroup.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 16. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ДЫМОХОД ООО,ДЫМОХОД ООО,dymohod-ooo,https://rosinox-klin.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 23. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,Завод РВК,Завод РВК,zavod-rvk,https://rvkinfo.com,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 85. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,Завод Теплоизоляции УМК,Завод Теплоизоляции УМК,zavod-teploizolyatsii-umk,https://uralmk.com,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 19. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,Завод изоляции труб компании СТС Изоляция,Завод изоляции труб компании СТС Изоляция,zavod-izolyatsii-trub-kompanii-sts-izolyatsiya,https://stscom.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 21. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,КЛИМАТВЕНТМАШ,КЛИМАТВЕНТМАШ,klimatventmash,https://cvm.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 39. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,КНС,"Компания ""Тех-Аэро""","Компания ""Тех-Аэро""",kompaniya-teh-aero,https://tech-aero.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: КНС, row 9. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,Компания «Теплоизоляция-Холдинг»,Компания «Теплоизоляция-Холдинг»,kompaniya-teploizolyatsiya-holding,https://ppu37.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 23. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,КНС,Компания Элмакс Групп,Компания Элмакс Групп,kompaniya-elmaks-grupp,https://elmaxgroup.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: КНС, row 5. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,"НПП ""ЮНИКОР""","НПП ""ЮНИКОР""",npp-yunikor,https://unicornplast.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 114. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,Новоуральский трубный завод,Новоуральский трубный завод,novouralskiy-trubnyy-zavod,https://ntzural.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 89. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,"ООО ""ПАНОРАМАВЕНТ""","ООО ""ПАНОРАМАВЕНТ""",ooo-panoramavent,https://panoramavent.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 5. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Насосы,ООО «Джетекс»,ООО «Джетекс»,ooo-dzheteks,https://www.jetexpumps.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Насосы, row 5. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ООО «ИКАПЛАСТ»,ООО «ИКАПЛАСТ»,ooo-ikaplast,https://icaplast.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 9. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ООО «ПК ТеплоЭнергоПласт»,ООО «ПК ТеплоЭнергоПласт»,ooo-pk-teploenergoplast,https://teploenergoplast.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 28. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ООО «Приволжский Завод Металлоизделий»,ООО «Приволжский Завод Металлоизделий»,ooo-privolzhskiy-zavod-metalloizdeliy,https://reon-armatura.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 103. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ООО «ТеплоСетьИзол»,ООО «ТеплоСетьИзол»,ooo-teplosetizol,https://teplosetizol.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 7. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ООО «Теплосеть»,ООО «Теплосеть»,ooo-teploset,https://teploset43.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 29. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ООО Вентилиционные системы,ООО Вентилиционные системы,ooo-ventilitsionnye-sistemy,https://waer-air.com,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 29. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ООО ДКО ПОЛИПЛАСТИК,ООО ДКО ПОЛИПЛАСТИК,ooo-dko-poliplastik,https://ironpolimer.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 49. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,"ООО НПО ""АВЕКТРА","ООО НПО ""АВЕКТРА",ooo-npo-avektra,https://nt-rt.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,Official AVEKTRA logo from avektra.ru selected instead of tiny nt-rt favicon.
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,КНС,ООО НПО «Зенит-Север»,ООО НПО «Зенит-Север»,ooo-npo-zenit-sever,https://zenit-sever.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: КНС, row 12. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,"ООО ПК ""Поли-Групп""","ООО ПК ""Поли-Групп""",ooo-pk-poli-grupp,https://polycorr.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 144. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ООО СЗТОиМ»,ООО СЗТОиМ»,ooo-sztoim,https://zavodtm.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 17. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ООО Трубный завод,ООО Трубный завод,ooo-trubnyy-zavod,https://iss-gk.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 44. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,ПК СЗ «СТРОЙИЗОЛЯЦИЯ»,ПК СЗ «СТРОЙИЗОЛЯЦИЯ»,pk-sz-stroyizolyatsiya,https://trubu.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 15. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,РТР,РТР,rtr,https://rosturplast.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 128. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,труба в ППУ,Северо-Западная Трубная Гидроизоляционная Компания,Северо-Западная Трубная Гидроизоляционная Компания,severo-zapadnaya-trubnaya-gidroizolyatsionnaya-kompaniya,https://sztgk.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: труба в ППУ, row 27. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,сантехника,ЭВАН,ЭВАН,evan,https://evan.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: сантехника , row 125. Logo source: official site."
ОВиК и тепловые сети,Инженерные системы,Инженерные системы,Вентиляция,ЯЛКА ООО,ЯЛКА ООО,yalka-ooo,https://yalca.ru,,,manual_review_needed,high,supplier_import_20260630_official_site,"Prepared from supplier table. Sheet: Вентиляция , row 4. Logo source: official site."
ОВиК и тепловые сети,Тепловые завесы,Тепловые завесы,Тепловые завесы,Ballu,Ballu,ballu,https://www.ballu.ru/catalog/promyshlennoe_oborudovanie/vozdushnye_i_teplovye_zavesy/,,,manual_review_needed,high,codex_p2_hvac_ev_20260703,Official Ballu catalog contains air/thermal curtain categories; logo from official site header.
ОВиК и тепловые сети,Тепловые завесы,Тепловые завесы,Тепловые завесы,Тепломаш,Тепломаш,teplomash,https://teplomash.ru/,,,manual_review_needed,high,codex_p2_hvac_ev_20260703,Official site title identifies Teplomash as a plant producing air curtains; logo from official CSS background image.
Оконные профильные системы,Оконные профильные системы,Оконные профильные системы,Оконные профильные системы,VEKA,VEKA,veka,https://www.veka.ru/,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
Опалубка / строительные леса,Опалубка / строительные леса,Опалубка / строительные леса,Опалубка / строительные леса,PERI,PERI,peri,https://www.peri.com/en,,,manual_review_needed,high,partner_catalog_backfill_20260702,Backfilled from confirmed partner source for catalog vendor coverage; official site/logo already tracked in partners data.
